"yr","blk","a1","a2","a3","a4","a5","a7","a8","a9","a10","a11","a12","bonus","pf","welfare","mwdays","nwdays","wdays","costop","expshare","mult"
"24","A","100001","99999",1,"9999","12007","01","99",2,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","100002","99999",1,"9999","12007","01","99",2,"9999",1,1,0,0,0,306,0,306,11466542,0,1
"24","A","100003","99999",1,"9999","12007","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100004","99999",1,"9999","12007","01","99",2,"9999",1,1,0,0,3200,87,0,87,6004550,0,1
"24","A","100005","99999",1,"9999","12007","01","99",2,"9999",1,1,242900,43666,0,305,0,305,28315123,0,1
"24","A","100006","99999",1,"9999","12007","01","99",2,"9999",1,2,0,0,0,0,0,0,168145,0,1
"24","A","100007","99999",1,"9999","12007","01","99",2,"9999",1,1,0,0,0,302,0,302,8259534,0,1
"24","A","100008","99999",1,"9999","12007","01","99",1,"9999",1,1,0,0,96087,305,0,305,40182154,0,1
"24","A","100009","99999",1,"9999","35101","01","99",1,"9999",1,1,0,327885,537818,312,0,312,81594330,0,1
"24","A","100010","99999",1,"9999","10101","01","99",1,"9999",1,1,0,0,0,318,0,318,23284954,0,1
"24","A","100011","99999",1,"9999","10304","01","99",2,"9999",1,1,0,82529,0,304,0,304,8979996,0,1
"24","A","100012","99999",1,"9999","10307","01","99",2,"9999",1,1,0,0,73870,285,22,307,5631618,0,1
"24","A","100013","99999",1,"9999","10304","01","99",2,"9999",1,1,0,2065321,543804,310,0,310,406230667,0,1
"24","A","100014","99999",1,"9999","10304","01","99",2,"9999",1,1,176926,260561,49285,306,0,306,19249460,0,1
"24","A","100015","99999",1,"9999","10306","01","99",1,"9999",1,1,0,0,3975,303,0,303,5107726,0,1
"24","A","100016","99999",1,"9999","10307","01","99",2,"9999",1,1,0,0,0,83,220,303,30814584,0,1
"24","A","100017","99999",1,"9999","10304","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100018","99999",1,"9999","10306","01","99",2,"9999",1,3,0,0,0,0,0,0,169587,0,1
"24","A","100019","99999",1,"9999","10309","01","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","100020","99999",1,"9999","10304","01","99",1,"9999",1,1,0,249823,0,295,0,295,148509091,0,1
"24","A","100021","99999",1,"9999","10304","01","99",1,"9999",1,1,0,0,282764,318,0,318,83067558,0,1
"24","A","100022","99999",1,"9999","10309","01","99",2,"9999",1,1,0,45500,1197189,318,0,318,33458833,0,1
"24","A","100023","99999",1,"9999","10402","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100024","99999",1,"9999","10402","01","99",2,"9999",1,1,546213,1247404,592294,306,0,306,1168299675,0,1
"24","A","100025","99999",1,"9999","10402","01","99",2,"9999",1,1,0,52093,46160,306,0,306,524393464,0,1
"24","A","100026","99999",1,"9999","10406","01","99",2,"9999",1,2,76554,152582,0,306,0,306,2316243,0,1
"24","A","100027","99999",1,"9999","10402","01","99",2,"9999",1,1,637950,1144470,952039,232,0,232,780971364,0,1
"24","A","100028","99999",1,"9999","10406","01","99",2,"9999",1,1,86829,172545,24883,305,0,305,36400043,0,1
"24","A","100029","99999",1,"9999","10402","01","99",2,"9999",1,1,1003456,1310701,555392,301,0,301,1034858828,0,1
"24","A","100030","99999",1,"9999","10402","01","99",2,"9999",1,1,0,131476,20498,306,0,306,126610387,0,1
"24","A","100031","99999",1,"9999","10402","01","99",2,"9999",1,1,1393723,5824458,679886,305,0,305,2427305626,0,1
"24","A","100032","99999",1,"9999","10501","01","99",1,"9999",1,1,1650000,1508200,1980113,363,0,363,453148173,0,1
"24","A","100033","99999",1,"9999","10501","01","99",1,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","100034","99999",1,"9999","10501","01","99",2,"9999",1,1,3228400,2829189,1081850,360,0,360,1135787590,0,1
"24","A","100035","99999",1,"9999","10501","01","99",2,"9999",1,1,0,1703269,395191,366,0,366,193761009,0,1
"24","A","100036","99999",1,"9999","10501","01","99",1,"9999",1,1,0,0,0,366,0,366,305843367,0,1
"24","A","100037","99999",1,"9999","10504","01","99",2,"9999",1,1,0,139590,188090,304,0,304,238353840,0,1
"24","A","100038","99999",1,"9999","10501","01","99",2,"9999",1,1,0,7766,0,307,0,307,67970718,0,1
"24","A","100039","99999",1,"9999","10501","01","99",1,"9999",1,1,0,0,11000,240,0,240,4139310,0,1
"24","A","100040","99999",1,"9999","10505","01","99",1,"9999",1,1,0,0,9980,128,0,128,23408081,0,1
"24","A","100041","99999",1,"9999","11045","01","99",2,"9999",1,1,0,1456509,4605309,18,0,18,71393586,0,1
"24","A","100042","99999",1,"9999","10509","01","99",1,"9999",1,7,0,0,0,0,0,0,0,0,0
"24","A","100043","99999",1,"9999","10611","01","99",2,"9999",1,1,5510034,15367684,2013215,305,0,305,4359669842,0,1
"24","A","100044","99999",1,"9999","10611","01","99",1,"9999",1,1,93687,177091,22773,284,0,284,126447602,0,1
"24","A","100045","99999",1,"9999","10611","01","99",1,"9999",1,1,0,0,0,292,0,292,22721912,0,1
"24","A","100046","99999",1,"9999","10611","01","99",1,"9999",1,1,0,157882,52030,289,0,289,124607505,0,1
"24","A","100047","99999",1,"9999","10611","01","99",1,"9999",1,1,0,323417,777852,309,0,309,709332115,0,1
"24","A","100048","99999",1,"9999","10611","01","99",2,"9999",1,1,0,0,0,125,0,125,717916,0,1
"24","A","100049","99999",1,"9999","10611","01","99",1,"9999",1,1,0,0,380000,309,0,309,231985288,0,1
"24","A","100050","99999",1,"9999","10611","01","99",1,"9999",1,5,0,0,0,0,0,0,0,0,0
"24","A","100051","99999",1,"9999","10611","01","99",1,"9999",1,1,0,84641,75000,311,0,311,194465166,0,1
"24","A","100052","99999",1,"9999","10611","01","99",1,"9999",1,2,0,0,0,0,0,0,0,0,1
"24","A","100053","99999",1,"9999","10611","01","99",1,"9999",1,1,0,0,61223,232,0,232,160290308,0,1
"24","A","100054","99999",1,"9999","10611","01","99",2,"9999",1,1,271259,521369,116296,305,0,305,1534073385,0,1
"24","A","100055","99999",1,"9999","10611","01","99",1,"9999",1,2,0,0,0,0,0,0,0,0,1
"24","A","100056","99999",1,"9999","10612","01","99",1,"9999",1,1,903000,1580911,0,304,0,304,1699696000,0,1
"24","A","100057","99999",1,"9999","10612","01","99",2,"9999",1,1,0,0,0,304,0,304,3004658000,0,1
"24","A","100058","99999",1,"9999","10611","01","99",2,"9999",1,1,596787,1137597,571173,305,0,305,1301945318,0,1
"24","A","100059","99999",1,"9999","10611","01","99",2,"9999",1,1,0,0,0,299,0,299,44687629,0,1
"24","A","100060","99999",1,"9999","10612","01","99",1,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","100061","99999",1,"9999","10611","01","99",2,"9999",1,1,0,0,614150,307,0,307,83055411,0,1
"24","A","100062","99999",1,"9999","10712","01","99",2,"9999",1,1,2415000,3662040,508000,300,0,300,1190918000,0,1
"24","A","100063","99999",1,"9999","10712","01","99",2,"9999",1,1,0,0,6482,182,0,182,2577250,0,1
"24","A","100064","99999",1,"9999","10711","01","99",1,"9999",1,1,14700,0,19750,306,0,306,46206323,0,1
"24","A","100065","99999",1,"9999","10712","01","99",2,"9999",1,1,0,396641,116310,305,0,305,304798536,0,1
"24","A","100066","99999",1,"9999","10719","01","99",2,"9999",1,1,0,250842,109898,308,0,308,120982258,0,1
"24","A","100067","99999",1,"9999","10731","01","99",2,"9999",1,1,0,7722674,10067399,304,0,304,9163024706,0,1
"24","A","100068","99999",1,"9999","10732","01","99",2,"9999",1,1,0,1309658,750656,305,0,305,138849649,0,1
"24","A","100069","99999",1,"9999","10733","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100070","99999",1,"9999","10732","01","99",1,"9999",1,7,0,0,0,0,0,0,0,0,0
"24","A","100071","99999",1,"9999","10732","01","99",2,"9999",1,1,0,8000,0,6,0,6,359397000,0,1
"24","A","100072","99999",1,"9999","10740","01","99",2,"9999",1,1,745741,1609478,1726391,302,0,302,1119119034,0,1
"24","A","100073","99999",1,"9999","10793","01","99",2,"9999",1,1,1001957,1626785,1341611,306,0,306,3168131238,0,1
"24","A","100074","99999",1,"9999","10795","01","99",1,"9999",1,1,0,0,0,213,0,213,3662000,0,1
"24","A","100075","99999",1,"9999","10795","01","99",2,"9999",1,1,0,355172,464449,308,0,308,183076863,0,1
"24","A","100076","99999",1,"9999","10793","01","99",2,"9999",1,1,1837207,2501239,810442,302,0,302,1094388823,0,1
"24","A","100077","99999",1,"9999","10795","01","99",2,"9999",1,1,0,0,0,305,0,305,8785595,0,1
"24","A","100078","99999",1,"9999","10795","01","99",2,"9999",1,1,413400,647339,1103835,303,0,303,269217891,0,1
"24","A","100079","99999",1,"9999","10796","01","99",2,"9999",1,7,0,0,0,0,0,0,0,0,0
"24","A","100080","99999",1,"9999","10801","01","99",2,"9999",1,1,716646,619662,377998,306,0,306,712575374,0,1
"24","A","100081","99999",1,"9999","10802","01","99",2,"9999",1,1,0,295744,1142448,305,0,305,419282710,0,1
"24","A","100082","99999",1,"9999","10802","01","99",2,"9999",1,1,0,0,0,25,0,25,4582568,0,1
"24","A","100083","99999",1,"9999","11032","01","99",2,"9999",1,1,5100411,9222035,2469329,305,0,305,851897309,0,1
"24","A","100084","99999",1,"9999","11031","01","99",2,"9999",1,1,1726992,2799230,2521821,304,0,304,1185794758,0,1
"24","A","100085","99999",1,"9999","11045","01","99",2,"9999",2,1,1521400,15370000,15167000,307,0,307,3952809000,0,1
"24","A","100086","99999",1,"9999","11045","01","99",1,"9999",1,1,0,398428,56247,296,0,296,142364775,0,1
"24","A","100087","99999",1,"9999","11043","01","99",1,"9999",1,1,0,0,0,311,0,311,19710390,0,1
"24","A","100088","99999",1,"9999","11041","01","99",2,"9999",1,1,0,0,45175,219,85,304,48110917,0,1
"24","A","100089","99999",1,"9999","11043","01","99",1,"9999",1,1,0,0,25130,308,0,308,12193841,0,1
"24","A","100090","99999",1,"9999","11043","01","99",2,"9999",1,1,0,0,0,309,0,309,2889408,0,1
"24","A","100091","99999",1,"9999","11045","01","99",2,"9999",1,1,0,2636270,4224940,306,0,306,1994199068,0,1
"24","A","100092","99999",1,"9999","11043","01","99",1,"9999",1,1,0,0,50974,199,0,199,22178642,0,1
"24","A","100093","99999",1,"9999","11043","01","99",2,"9999",1,1,0,0,0,299,0,299,20226594,0,1
"24","A","100094","99999",1,"9999","11043","01","99",1,"9999",1,1,0,0,0,286,0,286,3198000,0,1
"24","A","100095","99999",1,"9999","11049","01","99",1,"9999",1,1,0,51511,45929,76,0,76,11432417,0,1
"24","A","100097","99999",1,"9999","13113","01","99",2,"9999",1,1,0,45932,0,306,0,306,3502883,0,1
"24","A","100098","99999",1,"9999","13112","01","99",2,"9999",1,1,6255860,0,6500,300,0,300,55240707,0,1
"24","A","100099","99999",1,"9999","13111","01","99",2,"9999",1,1,116236934,176318750,30854511,306,0,306,11851231319,0,1
"24","A","100100","99999",1,"9999","13114","01","99",2,"9999",1,1,125220,913646,55200,304,0,304,523560004,0,1
"24","A","100101","99999",1,"9999","13111","01","99",2,"9999",1,1,0,0,0,306,0,306,829748,0,1
"24","A","100102","99999",1,"9999","13999","01","99",2,"9999",1,1,111450,96269,177572,304,0,304,21118874,0,1
"24","A","100103","99999",1,"9999","13112","01","99",2,"9999",1,8,0,0,0,0,0,0,0,0,0
"24","A","100104","99999",1,"9999","13112","01","99",1,"9999",1,1,0,0,8000,25,76,101,472981000,0,1
"24","A","100105","99999",1,"9999","13121","01","99",2,"9999",1,1,0,5259631,0,304,0,304,21962047,0,1
"24","A","100106","99999",1,"9999","13123","01","99",2,"9999",1,1,0,0,0,298,0,298,59905460,0,1
"24","A","100107","99999",1,"9999","13122","01","99",2,"9999",1,2,0,0,0,0,0,0,0,0,1
"24","A","100108","99999",1,"9999","13122","01","99",2,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","100109","99999",1,"9999","13924","01","99",2,"9999",1,1,0,0,19000,302,0,302,19135447,0,1
"24","A","100110","99999",1,"9999","13933","01","99",2,"9999",1,1,0,0,6502,304,0,304,931977,0,1
"24","A","100111","99999",1,"9999","13933","01","99",2,"9999",1,1,0,0,5000,243,0,243,288100,0,1
"24","A","100112","99999",1,"9999","13934","01","99",2,"9999",1,1,0,0,0,70,0,70,725765,0,1
"24","A","100113","99999",1,"9999","13931","01","99",2,"9999",1,1,0,869895,697326,308,0,308,91868516,0,1
"24","A","100114","99999",1,"9999","13934","01","99",1,"9999",1,1,0,0,0,318,0,318,25085337,0,1
"24","A","100115","99999",1,"9999","13995","01","99",2,"9999",1,1,0,0,24272,305,0,305,27923112,0,1
"24","A","100116","99999",1,"9999","14101","01","99",2,"9999",1,1,0,142863,0,104,0,104,2531348,0,1
"24","A","100117","99999",1,"9999","14109","01","99",2,"9999",1,1,1786675,1268371,431939,303,0,303,86271133,0,1
"24","A","100118","99999",1,"9999","14101","01","99",2,"9999",1,1,1244100,535032,168158,303,0,303,80724407,0,1
"24","A","100119","99999",1,"9999","14101","01","99",2,"9999",1,1,0,0,34275,299,0,299,4209185,0,1
"24","A","100120","99999",1,"9999","14101","01","99",2,"9999",1,1,0,0,82692,305,0,305,3214085,0,1
"24","A","100121","99999",1,"9999","14101","01","99",2,"9999",1,1,0,159333,138928,306,0,306,14459288,0,1
"24","A","100122","99999",1,"9999","14101","01","99",2,"9999",1,1,1024800,720884,220995,306,0,306,48003775,0,1
"24","A","100123","99999",1,"9999","14101","01","99",2,"9999",1,1,1712200,907068,395711,306,0,306,103799880,0,1
"24","A","100124","99999",1,"9999","14101","01","99",2,"9999",1,1,0,0,30090,306,0,306,2666469,0,1
"24","A","100125","99999",1,"9999","14101","01","99",2,"9999",1,2,0,0,0,0,0,0,169331,0,1
"24","A","100126","99999",1,"9999","14109","01","99",2,"9999",1,1,0,0,39234,301,0,301,4382385,0,1
"24","A","100127","99999",1,"9999","15113","01","99",1,"9999",1,1,226580,184420,317950,310,0,310,73150110,0,1
"24","A","100128","99999",1,"9999","15202","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100129","99999",1,"9999","15209","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100130","99999",1,"9999","15202","01","99",2,"9999",1,1,50230,0,43966,305,0,305,11692214,0,1
"24","A","100131","99999",1,"9999","15209","01","99",2,"9999",1,1,0,3196000,2009000,305,0,305,157197000,0,1
"24","A","100132","99999",1,"9999","15202","01","99",2,"9999",1,1,0,896653,681022,256,0,256,142543361,0,1
"24","A","100133","99999",1,"9999","16101","01","99",2,"9999",1,1,0,0,6000,303,0,303,740500,0,1
"24","A","100134","99999",1,"9999","16101","01","99",2,"9999",1,3,0,0,0,0,0,0,0,0,1
"24","A","100135","99999",1,"9999","16211","01","99",2,"9999",1,1,0,231679,33929,305,0,305,21478174,0,1
"24","A","100136","99999",1,"9999","16211","01","99",2,"9999",1,1,185630,269352,124805,305,0,305,15760883,0,1
"24","A","100137","99999",1,"9999","16211","01","99",1,"9999",1,1,12000,108625,0,237,1,238,36269510,0,1
"24","A","100138","99999",1,"9999","16211","01","99",1,"9999",1,1,0,0,1550,72,229,301,4131203,0,1
"24","A","100139","99999",1,"9999","16211","01","99",1,"9999",1,1,0,0,0,198,36,234,12044669,0,1
"24","A","100140","99999",1,"9999","16211","01","99",1,"9999",1,1,0,0,10040,230,0,230,16748515,0,1
"24","A","100141","99999",1,"9999","16213","01","99",1,"9999",1,1,0,0,0,318,0,318,29013592,0,1
"24","A","100142","99999",1,"9999","16221","01","99",2,"9999",1,1,0,0,6000,128,0,128,1614169,0,1
"24","A","100143","99999",1,"9999","16299","01","99",2,"9999",1,1,0,0,13106,304,0,304,1901207,0,1
"24","A","100144","99999",1,"9999","17022","01","99",1,"9999",1,1,0,0,89780,193,0,193,44574486,0,1
"24","A","100145","99999",1,"9999","17022","01","99",1,"9999",1,1,0,0,6658,182,0,182,7006507,0,1
"24","A","100146","99999",1,"9999","17023","01","99",2,"9999",1,1,0,0,0,78,0,78,1236469,0,1
"24","A","100147","99999",1,"9999","17023","01","99",1,"9999",1,1,0,0,0,206,0,206,7153004,0,1
"24","A","100148","99999",1,"9999","17023","01","99",2,"9999",1,1,0,200000,278000,306,0,306,112895000,0,1
"24","A","100149","99999",1,"9999","17093","01","99",2,"9999",1,1,3088963,1566315,1143619,307,0,307,1314058093,0,1
"24","A","100150","99999",1,"9999","17097","01","99",2,"9999",1,1,224700,958503,1011800,307,0,307,434382900,0,1
"24","A","100151","99999",1,"9999","18119","01","99",2,"9999",1,2,0,0,0,0,312,312,0,0,1
"24","A","100152","99999",1,"9999","18112","01","99",2,"9999",1,1,41129,246938,29992,304,0,304,2961711,0,1
"24","A","100153","99999",1,"9999","18112","01","99",2,"9999",1,1,0,386141,53613,305,0,305,24568816,0,1
"24","A","100154","99999",1,"9999","18111","01","99",2,"9999",1,1,0,3036589,256099,305,0,305,58283341,0,1
"24","A","100155","99999",1,"9999","17023","01","99",2,"9999",1,1,36000,7202,0,303,0,303,1876555,0,1
"24","A","100156","99999",1,"9999","18119","01","99",2,"9999",1,1,0,0,2537,301,0,301,559293,0,1
"24","A","100157","99999",1,"9999","18112","01","99",2,"9999",1,1,0,0,0,156,0,156,798113,0,1
"24","A","100158","99999",1,"9999","18112","01","99",2,"9999",1,1,0,0,0,181,0,181,1417225,0,1
"24","A","100159","99999",1,"9999","18111","01","99",2,"9999",1,1,432000,687000,36000,305,0,305,16531000,0,1
"24","A","100160","99999",1,"9999","19203","01","99",2,"9999",1,1,3200372,3313551,1303241,305,0,305,3391071210,0,1
"24","A","100161","99999",1,"9999","19203","01","99",2,"9999",1,1,0,0,850734,106,0,106,5924151325,0,1
"24","A","100162","99999",1,"9999","19209","01","99",2,"9999",1,1,121828,0,57398,306,0,306,27238923,0,1
"24","A","100163","99999",1,"9999","19203","01","99",1,"9999",1,1,0,0,11896,314,0,314,12636453,0,1
"24","A","100164","99999",1,"9999","19201","01","99",2,"9999",1,1,0,18875,1818,302,0,302,4804234,0,1
"24","A","100165","99999",1,"9999","19203","01","99",2,"9999",1,1,102410,24685,32450,305,0,305,4820807,0,1
"24","A","100166","99999",1,"9999","24104","01","99",2,"9999",1,1,208423,1173337,0,262,0,262,165911930,0,1
"24","A","100167","99999",1,"9999","20116","01","99",2,"9999",1,1,412019,446294,161700,305,0,305,171125047,0,1
"24","A","100168","99999",1,"9999","20116","01","99",2,"9999",1,1,749001,1029965,3773923,306,0,306,583825417,0,1
"24","A","100169","99999",1,"9999","35201","01","99",2,"9999",1,5,0,0,0,0,0,0,0,0,0
"24","A","100170","99999",1,"9999","20131","01","99",2,"9999",1,1,0,0,4088,215,0,215,740733,0,1
"24","A","100171","99999",1,"9999","20131","01","99",2,"9999",1,1,0,0,0,304,0,304,4508114,0,1
"24","A","100172","99999",1,"9999","20131","01","99",1,"9999",1,1,0,0,587362,315,0,315,22880679,0,1
"24","A","100173","99999",1,"9999","20211","01","99",2,"9999",1,1,0,3226307,1533352,306,0,306,1146150210,0,1
"24","A","100174","99999",1,"9999","20211","01","99",2,"9999",1,1,1300479,2402435,955979,305,0,305,1962881898,0,1
"24","A","100175","99999",1,"9999","20211","01","99",2,"9999",1,1,5866369,10155000,9051589,363,0,363,6570179927,0,1
"24","A","100176","99999",1,"9999","20211","01","99",2,"9999",1,1,783572,10068523,2503822,305,0,305,1752724404,0,1
"24","A","100177","99999",1,"9999","20211","01","99",2,"9999",1,1,3237000,4590000,3678000,305,0,305,2925172000,0,1
"24","A","100178","99999",1,"9999","20211","01","99",2,"9999",1,1,762000,744000,773000,303,0,303,2096149000,0,1
"24","A","100179","99999",1,"9999","20211","01","99",2,"9999",1,1,437872,845430,431676,305,0,305,1118520487,0,1
"24","A","100180","99999",1,"9999","20211","01","99",2,"9999",1,1,675750,13722080,4993735,305,0,305,3843122974,0,1
"24","A","100181","99999",1,"9999","20211","01","99",2,"9999",1,1,499223,1058099,3050085,305,0,305,838698854,0,1
"24","A","100182","99999",1,"9999","20211","01","99",2,"9999",1,1,1088320,1877078,3244933,305,0,305,3458848583,0,1
"24","A","100183","99999",1,"9999","20211","01","99",2,"9999",1,1,0,2524050,1633688,309,0,309,1418974430,1,1
"24","A","100184","99999",1,"9999","20211","01","99",1,"9999",1,1,0,513410,2578316,298,0,298,2077019912,0,1
"24","A","100185","99999",1,"9999","20211","01","99",2,"9999",1,1,887398,1031257,4136538,305,0,305,1806992683,0,1
"24","A","100186","99999",1,"9999","20211","01","99",2,"9999",1,1,1274093,10393933,1606016,228,0,228,713259019,0,1
"24","A","100187","99999",1,"9999","20211","01","99",2,"9999",1,1,905326,1811348,876543,304,0,304,1129772536,0,1
"24","A","100188","99999",1,"9999","20211","01","99",2,"9999",1,1,796723,1970238,1653460,305,0,305,1629439825,0,1
"24","A","100189","99999",1,"9999","20211","01","99",2,"9999",1,1,785107,1073196,554111,305,0,305,1402664348,0,1
"24","A","100190","99999",1,"9999","20219","01","99",2,"9999",1,1,5085391,8676782,2607358,294,0,294,1258762592,0,1
"24","A","100191","99999",1,"9999","20211","01","99",2,"9999",1,1,332799,638005,1253819,302,0,302,3905644350,0,1
"24","A","100192","99999",1,"9999","20211","01","99",1,"9999",1,1,1697024,1484758,3264680,300,0,300,3094181822,0,1
"24","A","100193","99999",1,"9999","20219","01","99",2,"9999",1,1,2620557,2270792,842642,307,0,307,440037672,0,1
"24","A","100194","99999",1,"9999","20211","01","99",2,"9999",1,1,835737,835843,1120540,306,0,306,996592283,0,1
"24","A","100195","99999",1,"9999","20211","01","99",2,"9999",1,1,172029,1394138,4353168,307,0,307,2465708637,0,1
"24","A","100196","99999",1,"9999","20211","01","99",2,"9999",1,1,499000,847000,881000,305,0,305,1568971000,0,1
"24","A","100197","99999",1,"9999","20211","01","99",1,"9999",1,1,650250,637019,573943,304,0,304,1578963412,0,1
"24","A","100198","99999",1,"9999","20211","01","99",2,"9999",1,1,1484770,447193,749965,306,0,306,624742469,0,1
"24","A","100199","99999",1,"9999","20211","01","99",2,"9999",1,1,472696,670340,77671,302,0,302,161583279,0,1
"24","A","100200","99999",1,"9999","20221","01","99",2,"9999",1,1,1776828,4934399,7215786,307,0,307,3730515886,0,1
"24","A","100201","99999",1,"9999","20221","01","99",2,"9999",1,1,677330,1451212,1994158,305,0,305,1096661174,0,1
"24","A","100202","99999",1,"9999","20221","01","99",2,"9999",1,1,0,708000,926726,305,0,305,387086301,0,1
"24","A","100203","99999",1,"9999","20224","01","99",2,"9999",1,1,1000000,1813872,1373021,306,0,306,1576717493,0,1
"24","A","100204","99999",1,"9999","20236","01","99",2,"9999",1,1,1419478,2052268,875474,305,0,305,447164528,0,1
"24","A","100205","99999",1,"9999","20234","01","99",2,"9999",1,1,269430,464059,363055,304,0,304,660964527,0,1
"24","A","100206","99999",1,"9999","20233","01","99",1,"9999",1,1,1007801,1401125,492989,301,0,301,482924055,0,1
"24","A","100207","99999",1,"9999","20231","01","99",2,"9999",1,1,3979788,4126438,3478650,305,0,305,3965646454,0,1
"24","A","100208","99999",1,"9999","20231","01","99",2,"9999",1,1,447189,486469,334547,176,0,176,35016110,0,1
"24","A","100209","99999",1,"9999","20295","01","99",2,"9999",1,1,3220080,4559397,2806500,305,0,305,473326511,9,1
"24","A","100210","99999",1,"9999","20299","01","99",1,"9999",1,1,376680,278496,149039,301,0,301,127968173,0,1
"24","A","100211","99999",1,"9999","20294","01","99",2,"9999",1,1,3021125,4451114,6503647,306,0,306,3046507013,0,1
"24","A","100212","99999",1,"9999","20293","01","99",1,"9999",1,1,144000,0,1294506,292,0,292,30159277,0,1
"24","A","100213","99999",1,"9999","20293","01","99",2,"9999",1,1,120000,0,948819,292,0,292,37904719,0,1
"24","A","100214","99999",1,"9999","21002","01","99",2,"9999",1,2,0,0,0,0,0,0,0,0,1
"24","A","100215","99999",1,"9999","21002","01","99",2,"9999",1,1,12735179,9317657,3018288,304,0,304,1180087261,0,1
"24","A","100216","99999",1,"9999","21002","01","99",2,"9999",1,1,2341556,5219450,2254749,295,0,295,1495247911,0,1
"24","A","100217","99999",1,"9999","21002","01","99",2,"9999",1,1,0,2976071,1048452,306,0,306,361795022,0,1
"24","A","100218","99999",1,"9999","21002","01","99",2,"9999",1,1,0,60559338,16232540,305,0,305,2970438061,0,1
"24","A","100219","99999",1,"9999","21002","01","99",2,"9999",1,1,8631000,1630200,1990000,306,0,306,2309750000,0,1
"24","A","100220","99999",1,"9999","21002","01","99",2,"9999",1,1,10267932,64313949,68519396,307,0,307,3738630964,0,1
"24","A","100221","99999",1,"9999","21002","01","99",2,"9999",1,1,6941941,11621721,9611057,301,0,301,1466585458,0,1
"24","A","100222","99999",1,"9999","21002","01","99",1,"9999",1,1,1436812,1641634,4952012,307,0,307,874216674,0,1
"24","A","100223","99999",1,"9999","21001","01","99",2,"9999",1,1,3459830,4227089,1383395,303,0,303,578142803,0,1
"24","A","100224","99999",1,"9999","21002","01","99",2,"9999",1,1,311064,338891,69716,126,0,126,194619883,0,1
"24","A","100225","99999",1,"9999","21002","01","99",2,"9999",1,1,3277114,24454211,17320000,295,0,295,897642638,0,1
"24","A","100226","99999",1,"9999","21002","01","99",2,"9999",1,1,3186263,3409798,1175289,304,0,304,295205688,0,1
"24","A","100227","99999",1,"9999","21002","01","99",2,"9999",1,1,2997908,2857849,3905121,303,0,303,689271041,0,1
"24","A","100228","99999",1,"9999","21002","01","99",2,"9999",1,1,0,0,939261,306,0,306,62217320,0,1
"24","A","100229","99999",1,"9999","21002","01","99",1,"9999",1,1,4583897,2050160,3139045,307,0,307,2198631977,0,1
"24","A","100230","99999",1,"9999","21002","01","99",2,"9999",1,1,0,1463926,1613326,304,0,304,261372030,0,1
"24","A","100231","99999",1,"9999","21002","01","99",2,"9999",1,1,22500000,14612808,422560,304,0,304,684129500,0,1
"24","A","100232","99999",1,"9999","22113","01","99",2,"9999",1,1,297350,694978,66935,304,0,304,50165330,0,1
"24","A","100233","99999",1,"9999","22113","01","99",2,"9999",1,1,141856,222348,12520,307,0,307,19446620,0,1
"24","A","100234","99999",1,"9999","22113","01","99",2,"9999",1,1,0,0,18741,302,0,302,19556692,0,1
"24","A","100235","99999",1,"9999","22113","01","99",2,"9999",1,1,80000,212134,29490,303,0,303,10294134,0,1
"24","A","100236","99999",1,"9999","22113","01","99",2,"9999",1,1,0,184848,187800,302,0,302,24268036,0,1
"24","A","100237","99999",1,"9999","22113","01","99",2,"9999",1,4,0,0,0,0,0,0,0,0,1
"24","A","100238","99999",1,"9999","22191","01","99",2,"9999",1,1,648648,1102121,1718280,305,0,305,268134014,0,1
"24","A","100239","99999",1,"9999","22191","01","99",2,"9999",1,1,768128,1394281,1694639,303,0,303,246695485,0,1
"24","A","100240","99999",1,"9999","22209","01","99",2,"9999",1,1,5581327,4787904,1918595,303,0,303,2339094489,0,1
"24","A","100241","99999",1,"9999","22209","01","99",2,"9999",1,1,2358333,3251826,857556,306,0,306,1744918748,0,1
"24","A","100242","99999",1,"9999","22203","01","99",2,"9999",1,1,1628537,1983098,774248,303,0,303,1253528869,0,1
"24","A","100243","99999",1,"9999","22203","01","99",2,"9999",1,1,180200,396992,796727,304,0,304,377167810,0,1
"24","A","100244","99999",1,"9999","22208","01","99",2,"9999",1,1,569000,668786,417840,308,0,308,78043321,0,1
"24","A","100245","99999",1,"9999","22209","01","99",1,"9999",1,1,1122564,1321562,2944054,356,0,356,1181524785,0,1
"24","A","100246","99999",1,"9999","22203","01","99",2,"9999",1,1,8316368,8367041,11842389,305,0,305,7040314788,1,1
"24","A","100247","99999",1,"9999","22203","01","99",2,"9999",1,1,3321976,9701302,12048227,306,0,306,6218901354,0,1
